cano_smiles,endpoint,set_split
Nc1nc(C(=NO)C(=O)NC2C(=O)N3C(C(=O)O)=C(C=C4CCN(C5CCNC5)C4=O)CSC23)ns1,0.38,train
Nc1nc(/C(=N/O)C(=O)NC2C(=O)N3C(C(=O)O)=C(/C=C4\CCN(C5CCNC5)C4=O)CSC23)ns1,0.38,train
CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,0.38,train
CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O,0.38,train
COCC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1,0.37,train
CC(C(O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,0.37,train
Cc1ccccc1-n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,0.37,train
CC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,0.364,train
CCOC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,0.36,train
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,0.36,train
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,0.36,train
C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,0.36,train
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,0.36,train
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,0.36,train
Nc1ccn(C2CSC(CO)O2)c(=O)n1,0.36,train
CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,0.36,train
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,0.36,train
Cc1cn(C2CC([N-][N+]#N)C(CO)O2)c(=O)[nH]c1=O,0.36,train
COC(=O)C=CC(=O)O,0.36,train
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,0.355,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,0.35,train
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,0.35,train
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,0.35,train
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3,0.35,train
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,0.35,train
OC(O)C(Cl)(Cl)Cl,0.35,train
OCC(Cl)(Cl)Cl,0.35,train
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,0.35,train
O=C(O)c1cn(-c2cccc(O)c2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.35,train
O=C(O)c1cn(-c2ccc(O)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.35,train
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,0.35,train
COc1cccc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc32)c1,0.35,train
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.35,train
COc1c(N2CC3(CC3)[C@](C)(N)C2)c(F)cc2c(=O)c(C(=O)O)cn([C@@H]3C[C@@H]3F)c12,0.347,train
Nc1nc(OC2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.34,train
CC(C)[C@@H]1OC(=O)C(CO)(CO)/C=C/c2ccc3ccc(nc3c2)[C@@H](C)NC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,0.34,train
C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,0.34,train
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,0.34,train
CCNC(=O)[C@H]1C[C@@](F)(c2ccc(CN3CCCC3)c(F)c2)C1,0.34,train
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,0.33,train
CN(C/C=C\CN)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](F)[C@@H]1O,0.322,train
CS(=O)(=O)OCCCCOS(C)(=O)=O,0.322,train
CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,0.32,train
COc1ccc2ncc(=O)n(CC(N)C3(F)CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1,0.32,train
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.32,train
O=C(O)c1cc(O)c(O)c(O)c1,0.316,train
COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,0.31,train
O=C(O)c1cn(-c2ccccc2F)c2cc(N3CCNCC3)c(F)cc2c1=O,0.31,train
CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0.31,train
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.31,train
COc1ccc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc32)cc1,0.31,train
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.31,train
O=C1C2C3CCC(C3)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,0.3,train
Clc1cccc(Cl)c1NC1=NCCN1,0.3,train
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,0.3,train
NCC(CC(=O)O)c1ccc(Cl)cc1,0.3,train
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,0.3,train
Cn1cnc([N+](=O)[O-])c1Sc1[nH]cnc2ncnc1-2,0.3,train
COc1ccc2ncc(=O)n(C[C@H](N)[C@H]3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1,0.3,train
N[C@@H](Cn1c(=O)cnc2ccc(F)cc21)[C@H]1CC[C@H](NCc2ccc3c(n2)NC(=O)CO3)CC1,0.3,train
Clc1ccc2nsnc2c1NC1=NCCN1,0.3,train
CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1,0.3,train
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,0.3,train
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,0.3,train
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,0.3,train
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,0.3,train
CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,0.3,train
CN(C)C[C@H](c1ccc(O)cc1)C1(O)CCCCC1,0.3,train
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0.3,train
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,0.3,train
CC(C)NC[C@H](O)COc1ccc(COCCOC(C)C)cc1,0.3,train
CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,0.3,train
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,0.3,train
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.3,train
CCc1cc(C(N)=S)ccn1,0.3,train
CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0.3,train
COc1ccc(-c2cc(=O)[nH]c(=S)n2CCN)c(OC)c1,0.3,train
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,0.295,train
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,0.293,train
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,0.29,train
COc1ccc2ccc(=O)n(C[C@H](N)[C@H]3CC[C@H](NCc4ncc5c(n4)NC(=O)CO5)CC3)c2c1,0.29,train
COc1ccccc1-n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,0.29,train
CC(C)(C)NC(CO)c1cc(Cl)c(N)c(C(F)(F)F)c1,0.29,train
Brc1c(NC2=NCCN2)ccc2nccnc12,0.29,train
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C(=NOC)c3csc(N)n3)[C@H]2SC1,0.29,train
CC(C)NCC(O)c1ccc(O)c(O)c1,0.29,train
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O,0.29,train
CN(C)C(=O)C(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,0.28,train
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,0.28,train
Nc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,0.28,train
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.28,train
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,0.28,train
O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],0.28,train
NC(=O)OCC1C(NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.28,train
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.28,train
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.28,train
CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,0.273,train
CC(CS)C(=O)N1CCCC1C(=O)O,0.27,train
CCC1(c2cccc(O)c2)CCCCN(C)C1,0.27,train
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,0.27,train
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,0.27,train
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,0.27,train
COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,0.27,train
CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(N)=O,0.27,train
COc1cc(C(O)P(=O)(O)CC[C@H](N)C(=O)O)cc([N+](=O)[O-])c1O,0.27,train
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,0.27,train
NC(=O)OCC(COC(N)=O)c1ccccc1,0.265,train
C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)C(C)(C)C2)cc1,0.26,train
CCCC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1,0.26,train
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,0.26,train
O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(CO)=CCC12,0.26,train
CCCCC1(CC)C(=O)NC(=O)NC1=O,0.26,train
NC(=O)[C@@H]1CSSCCC(=O)N[C@@H](CCCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N2CCC[C@H]2C(=O)N1,0.25,train
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,0.25,train
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0.25,train
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0.25,train
CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,0.25,train
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,0.25,train
CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,0.25,train
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,0.25,train
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,0.25,train
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0.25,train
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,0.25,train
O=C(NCCO[N+](=O)[O-])c1cccnc1,0.25,train
CC(C)(C)NC[C@H](O)c1cc(O)cc(O)c1,0.25,train
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,0.25,train
COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1,0.25,train
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.25,train
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0.25,train
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,0.25,train
CN1[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,0.2455,train
CN1CCC23c4c5ccc(OCCN6CCOCC6)c4OC2C(O)C=CC3C1C5,0.24,train
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,0.24,train
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,0.24,train
COc1cc(C2OCC3C(c4ccc(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)ccc1OC1OC(CO)C(O)C(O)C1O,0.24,train
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,0.24,train
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.24,train
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,0.24,train
COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C)CC(=O)C12,0.23,train
O=C(O)C1C(=CCO)OC2CC(=O)N21,0.23,train
CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(CO)C(O)C(O)C1O,0.23,train
c1ccc(CC2=NCCN2)cc1,0.23,train
CN=C(NC#N)NCCSCc1nc[nH]c1C,0.22,train
CCC1OC(=O)CC(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(N)C(C)C(O)C1(C)O,0.22,train
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1csc(N)n1,0.22,train
CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1csc(N)n1,0.22,train
O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,0.22,train
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,0.22,train
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,0.21,train
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)cnn3)CC2)(C(C)C)C1,0.21,train
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0.21,train
COC(=O)C(c1ccccc1)C1CCCCN1,0.21,train
O=C(O)c1cccnc1,0.21,train
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,0.21,train
Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)c(C)n2n1,0.2025,train
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1,0.2,train
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.2,train
O=C(O)CCCCC1SCC2NC(=O)NC21,0.2,train
COc1cccc(C2(O)CCCCC2CN(C)C)c1,0.2,train
CCC1(c2ccccc2)C(=O)NCNC1=O,0.2,train
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,0.2,train
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0.2,train
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,0.2,train
COc1cccc([C@]2(O)CCCC[C@@H]2CN(C)C)c1,0.2,train
COc1cccc([C@@]2(O)CCCC[C@H]2CN(C)C)c1,0.2,train
CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,0.2,train
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,0.2,train
NC(Cc1ccc(O)c(O)c1)C(=O)O,0.2,train
CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,0.2,train
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.2,train
COc1c(N2CCN[C@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.2,train
COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,0.2,train
C[C@@H]1CCCN1CCCOc1ccc(-c2cn[nH]c(=O)c2)cc1,0.2,train
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,0.2,train
Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,0.2,train
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,0.2,train
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,0.2,train
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,0.2,train
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0.2,train
CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)CC12,0.2,train
CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,0.2,train
CC1NCCOC1c1ccccc1,0.2,train
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12,0.2,train
C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1,0.2,train
CC1OC2(CS1)CN1CCC2CC1,0.2,train
O=C1CCCC2C3CCCN4CCCC(CN12)C34,0.2,train
O=[P@]1(N(CCCl)CCCl)NCCCO1,0.2,train
C[C@@H](N)Cc1ccccc1,0.2,train
c1cnc2cc3c(cc2n1)[C@H]1CNC[C@@H]3C1,0.2,train
CC(N)Cc1ccccc1,0.2,train
NC1CONC1=O,0.2,train
NCCS(=O)(=O)O,0.2,train
Sc1[nH]cnc2ncnc1-2,0.19,train
CC(C)c1cc(N2CC[C@@H](N)C2)nc(N)n1,0.19,train
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0.19,train
CN/C(=N/CCSCc1nc[nH]c1C)NC#N,0.19,train
N=c1n[n+]([O-])c2ccccc2n1O,0.19,train
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,0.186666667,train
Cn1c(N)c(NC(=O)NCCN)c[n+]1CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C(=NOC(C)(C)C(=O)O)c3nsc(N)n3)[C@H]2SC1,0.185,train
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,0.18,train
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,0.18,train
COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,0.18,train
Cn1c(N)c(NC(=O)NCCN)c[n+]1CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOC(C)(C)C(=O)O)c3nsc(N)n3)C2SC1,0.18,train
CC(C)(N)Cc1ccccc1,0.175,train
N[C@H]1CN(c2ncnc(N3CCC(F)(F)C3)n2)C[C@@H]1N1CC(F)(F)CCC1=O,0.17,train
CCN1C(=O)c2ccccc2S1(=N)=O,0.17,train
O=P1(N(CCCl)CCCl)NCCCO1,0.17,train
CCN(CC)CCNC(=O)c1ccc(N)cc1,0.168333333,train
CC(C)(C)n1nc(-c2cnc3cc(OC4CC4)ccc3c2)c(C(N)=O)c1N,0.16,train
Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1,0.16,train
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,0.16,train
N=C(N)N=C(N)NCCc1ccccc1,0.16,train
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,0.157,train
O=C(O)P(=O)(O)O,0.155,train
N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,0.153,train
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,0.15,train
CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,0.15,train
CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,0.15,train
CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,0.15,train
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,0.15,train
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,0.15,train
COC1C(O)CC(=O)CC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,0.15,train
CC(=O)OC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,0.15,train
COC(=O)[C@H](c1ccccc1)[C@@H]1CCCCN1,0.15,train
C[C@@](N)(Cc1ccc(O)c(O)c1)C(=O)O,0.15,train
COC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1,0.15,train
COc1cc(CCN)cc(OC)c1OC,0.15,train
CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,0.15,train
COC(=O)[C@@H](c1ccccc1)[C@H]1CCCCN1,0.15,train
CCCNC1CCc2nc(N)sc2C1,0.15,train
CCCN[C@H]1CCc2nc(N)sc2C1,0.15,train
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0.15,train
CNC(C)Cc1ccccc1,0.15,train
CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,0.15,train
CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,0.15,train
CC(C)C(N)C(=O)OCCOCn1cnc2c(O)nc(N)nc21,0.15,train
O=C1C(O)=C(O)OC1C(O)CO,0.15,train
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,0.15,train
C=CC[C@]1([C@H](C)CCC)C(=O)N=C(S)NC1=O,0.146,train
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,0.14,train
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0.14,train
CC(O)C1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)CC12,0.14,train
CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O,0.14,train
C=CC=CC=CC(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,0.14,train
CCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,0.14,train
OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O,0.14,train
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,0.13,train
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,0.13,train
C[N@@+]1(CC2CC2)CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0.13,train
NCC(O)c1ccc(O)c(O)c1,0.13,train
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,0.13,train
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,0.13,train
COCCc1ccc(OC[C@H](O)CNC(C)C)cc1,0.12,train
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0.12,train
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,0.12,train
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0.12,train
